"Title","COG Category","Essentiality","Function","GO IDs","Pathway","Product","Short Name","Synonyms"
"CD630_31531","POORLY CHARACTERIZED","","","","","Fragment of putative phage protein (N-terminalregion)","",""
"CD630_31561","POORLY CHARACTERIZED, POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein (Part2)","",""
"CD630_14370","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of transcriptional regulator,sigma-54-dependent (N-terminal region)","",""
"CD630_28240","POORLY CHARACTERIZED","","","","","Fragment of putative membrane protein (C-terminalregion)","",""
"CD630_18090","METABOLISM, METABOLISM","","","","","Fragment of putative permease, MFS family (Part1)","",""
"CD630_31850","POORLY CHARACTERIZED, POORLY CHARACTERIZED","","","","","Fragment of putative RNA-binding protein (Part2)","",""
"CD630_18200","METABOLISM, METABOLISM","","","","","Adenine deaminase (Disrupted IStron)","ade",""
"CD630_18440","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein (Part1)","",""
"CD630_21710","METABOLISM, METABOLISM","","","","","Fragment of putative sodium:dicarboxylatesymporter (Part 2)","",""
"CD630_21820","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(C-terminal region)","",""
"CD630_21840","CELLULAR PROCESSES AND SIGNALING","","","","","Putative N-acetylmuramoyl-L-alanine amidase","",""
"CD630_29521","METABOLISM, POORLY CHARACTERIZED, METABOLISM","","","","","Fragment of ABC-type transport system,ATP-binding protein (Part 11)","",""
"CD630_21930","CELLULAR PROCESSES AND SIGNALING","","","","","Putative cell wall-binding protein","cwp24",""
"CD630_04950","POORLY CHARACTERIZED, POORLY CHARACTERIZED","","","","","Fragment of putative regulatory protein (Part 1)","",""
"CD630_01570","POORLY CHARACTERIZED","","","","","Fragment of putative membrane protein (Part 2)","",""
"CD630_05040","CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of putative cell wall hydrolase NLPC/P60family Tn5397, CTn3-Orf14 (Part 1)","",""
"CD630_18781","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of conserved hypothetical protein(N-terminal region)","",""
"CD630_18910","METABOLISM, METABOLISM","","","","","Fragment of ABC-type transport system,substrate-binding protein (Part 2)","",""
"CD630_08570","METABOLISM, METABOLISM","","","","","Fragment of ABC-type transport system,oligopeptide-family ATP-binding protein (Part 1)","oppF",""
"CD630_08580","CELLULAR PROCESSES AND SIGNALING, CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of transcriptional regulator,sigma-54-dependent (Part 1), PRD domain","",""
"CD630_32640","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(C-terminal region)","",""
"CD630_22180","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative integrase (C-terminalregion)","int",""
"CD630_22190","POORLY CHARACTERIZED","","","","","Fragment of conjugative transposon protein(central region)","",""
"CD630_22210","POORLY CHARACTERIZED","","","","","Fragment of putative extrachromosomal protein(C-terminal region)","",""
"CD630_36110","CELLULAR PROCESSES AND SIGNALING, CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of putative drug/sodium antiporter, MATEfamily (Part 2)","",""
"CD630_22250","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative integrase (N-terminalregion)","",""
"CD630_01800","INFORMATION STORAGE AND PROCESSING, CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of conserved hypothetical protein(N-terminal region)","",""
"CD630_05250","METABOLISM, METABOLISM","","","","","Fragment of aminobenzoyl-glutamate transporter(Part 2)","",""
"CD630_19270","METABOLISM","","","","","Fragment of ABC-type transport system,ATP-binding protein (Part 2)","",""
"CD630_08780","POORLY CHARACTERIZED","","","","","ABC-type transport system, sugar-specificpermease","",""
"CD630_01960","POORLY CHARACTERIZED, POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein,DUF111 family (Part 1)","",""
"CD630_02000","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of transcriptional regulator, LysRfamily (C-terminal region)","",""
"CD630_19260","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of transcription regulator, AraC family(C-terminal region)","eutR",""
"CD630_09030","METABOLISM, METABOLISM","","","","","Fragment of putative oxydoreductase (Part 1)","",""
"CD630_22670","POORLY CHARACTERIZED","","","","","Fragment of membrane protein, abortiveinfection-type protein (Part 2)","",""
"CD630_19440","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(C-terminal region)","",""
"CD630_29721","METABOLISM","","","","","Fragment of conserved hypothetical protein(Central region)","",""
"CD630_05822","CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of putative signaling protein precursor(N-terminal region)","",""
"CD630_33410","POORLY CHARACTERIZED","","","","","Fragment of putative conjugative transposonprotein Tn916-like, CTn6-Orf18 (N-terminal region)","",""
"CD630_p02","CELLULAR PROCESSES AND SIGNALING","","","","","Conserved hypothetical protein ; putative HNHendonuclease","",""
"CD630_p04","POORLY CHARACTERIZED","","","","","Putative phage capsid protein","",""
"CD630_22951","CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of putative cell surface protein(C-terminal region)","",""
"CD630_p07","CELLULAR PROCESSES AND SIGNALING","","","","","Putative enzyme, helicase family","",""
"CD630_05990","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of transcriptional regulator, AraCfamily (C-terminal region)","",""
"CD630_23020","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of transposase-like protein B(C-terminal region)","tlpB",""
"CD630_23030","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative phage transcriptionalrepressor (N-terminal region)","",""
"CD630_33580","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of C-terminal transcriptional regulator,AsnC/Lrp family","",""
"CD630_23051","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of transposase (N-terminal region)","",""
"CD630_06071","INFORMATION STORAGE AND PROCESSING","Yes","","","","Fragment of transposase-like protein B(C-terminal region)","",""
"CD630_33781","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative transcriptional regulatorTn916-like, CTn7-Orf14 (Central region)","",""
"CD630_33810","POORLY CHARACTERIZED, POORLY CHARACTERIZED","","","","","Fragment of putative membrane protein Tn916-like,CTn7-orf17 (Part 2)","",""
"CD630_33871","POORLY CHARACTERIZED","","","","","Putative conjugative transposon proteinTn916-like, CTn7-Orf25","",""
"CD630_06470","POORLY CHARACTERIZED","","","","","Fragment of putative fic family protein(C-terminal region)","",""
"CD630_23620","POORLY CHARACTERIZED, METABOLISM","","","","","Fragment of ABC-type transport system, permease(Part 2)","",""
"CD630_03480","METABOLISM, METABOLISM","","","","","Fragment of conserved hypothetical protein (Part1)","",""
"CD630_25530","METABOLISM","","","","","PTS system, fructose/mannitol-family IICcomponent (Disrupted IStron)","",""
"CD630_36740","CELLULAR PROCESSES AND SIGNALING, CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of 7-methylguanosine methyltransferasespecific for the 16S rRNA (Part 2)","rsmG",""
"CD630_18441","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative methyltransferase(N-terminal region)","",""
"CD630_30200","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein,DUF1848 family (Part 2)","",""
"CD630_24461","INFORMATION STORAGE AND PROCESSING","Yes","","","","30S ribosomal protein S21","rpsU",""
"CD630_20052","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(Central region)","",""
"CD630_20060","POORLY CHARACTERIZED","","","","","Fragment of putative topoisomerase (C-terminalregion)","",""
"CD630_19020","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative conjugative transposonprotein (Central region)","",""
"CD630_30080","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(N-terminal region)","",""
"CD630_20102","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative transcriptional regulator(C-terminal region)","",""
"CD630_20103","POORLY CHARACTERIZED, POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(Central region, Part 2)","",""
"CD630_04370","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of integrase Tn1549-like, CTn2(C-terminal region)","",""
"CD630_20051","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of conserved hypothetical protein(N-terminal region)","",""
"CD630_19901","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of transcriptional regulator,beta-lactams repressor (Part 2)","",""
"CD630_20090","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of putative topoisomerase (C-terminalregion)","",""
"CD630_19910","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of integrase (C-terminal region)","",""
"CD630_20050","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(C-terminal region)","",""
"CD630_06050","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(N-terminal region)","",""
"CD630_19820","POORLY CHARACTERIZED, POORLY CHARACTERIZED","","","","","Fragment of putative phenazine biosynthesisprotein (Part 1)","",""
"CD630_18110","CELLULAR PROCESSES AND SIGNALING","","","","","Fragment of putative two-component sensorhistidine kinase (N-terminal region)","",""
"CD630_20071","INFORMATION STORAGE AND PROCESSING","","","","","Fragment of conserved hypothetical protein(N-terminal region)","",""
"CD630_20021","POORLY CHARACTERIZED","","","","","Fragment of conserved hypothetical protein(N-terminal region)","",""
"CD630_10630","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_10631","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_10632","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_10633","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_26050","","","","","","Fragment of ADP-ribosyltransferase CdtAB (Part3)","",""
"CD630_10650","","","","","","Conserved hypothetical protein","",""
"CD630_00070","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_00080","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_n00190","","","","","","","",""
"CD630_n00330","","","","","","","",""
"CD630_SQ2533","","","","","","","",""
"CD630_Cdi2_4","","","","","","","",""
"CD630_17660","","","","","","Putative lipoprotein","",""
"CD630_n00940","","","","","","","",""
"CD630_17671","","","","","","Conserved hypothetical protein","",""
"CD630_14182","","","","GO:0016021","","Putative phage protein","",""
"CD630_SQ670","","","","","","","",""
"CD630_21241","","","","","","Conserved hypothetical protein","",""
"CD630_00181","","","","","","Conserved hypothetical protein","",""
"CD630_21251","","","","","","Conserved hypothetical protein","",""
"CD630_10800","","","","","","Putative lipoprotein","",""
"CD630_21261","","","","","","Conserved hypothetical protein","",""
"CD630_21270","","","","","","Putative exported protein","",""
"CD630_n00540","","","","","","","",""
"CD630_14281","","","","","","Conserved hypothetical protein","",""
"CD630_n01100","","","","","","","",""
"CD630_03820","","","","","","Putative conjugative transposon proteinTn916-like, CTn1-Orf27","",""
"CD630_SQ1498","","","","","","","",""
"CD630_SQ583","","","","","","","",""
"CD630_21341","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_03851","","","","","","Conserved hypothetical protein","",""
"CD630_14350","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_21361","","","","","","Conserved hypothetical protein","",""
"CD630_Cdi1_11","","","","","","","",""
"CD630_07390","","","","","","Putative exported protein","",""
"CD630_03901","","","","","","Conserved hypothetical protein","",""
"CD630_s0480","","","","","","","",""
"CD630_12100","","","","","","Conserved hypothetical protein","",""
"CD630_17910","","","","","","Conserved hypothetical protein","",""
"CD630_p01","","","","","","Fragment of hypothetical protein","",""
"CD630_p03","","","","","","Conserved hypothetical protein","",""
"CD630_07460","","","","GO:0016021","","Putative membrane protein","",""
"CD630_17940","","","","","","Conserved hypothetical protein","",""
"CD630_14480","","","","","","Conserved hypothetical protein","",""
"CD630_11031","","","","","","Putative conjugative transposon proteinTn1549-like, CTn4-Orf20","",""
"CD630_p08","","","","","","Hypothetical protein","",""
"CD630_21501","","","","","","Conserved hypothetical protein","",""
"CD630_p10","","","","","","Hypothetical protein","",""
"CD630_25171","","","","GO:0016021","","Putative phage protein","",""
"CD630_n00740","","","","","","","",""
"CD630_01640","","","","GO:0016021","","Putative membrane protein","",""
"CD630_23011","","","","","","Fragment of putative phage protein (C-terminalregion)","",""
"CD630_00511","","","","","","Conserved hypothetical protein","",""
"CD630_21570","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_n00700","","","","","","","",""
"CD630_05211","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_06030","","","","","","Fragment of putative membrane protein (C-terminalregion)","",""
"CD630_21610","","","","GO:0016021","","Putative membrane protein","",""
"CD630_04121","","","","","","Putative conjugative transposon proteinTn1549-like, CTn2-Orf6","",""
"CD630_11140","","","","","","Putative conjugative transposon proteinTn1549-like, CTn4-Orf5","",""
"CD630_32471","","","","","","Conserved hypothetical protein","",""
"CD630_28920","","","","","","Putative phage protein","",""
"CD630_28930","","","","","","Putative phage protein","",""
"CD630_r0030","","","","","","","5s_rRNA",""
"CD630_11190","","","","","","Putative lipoprotein","",""
"CD630_n00240","","","","","","","",""
"CD630_s0010","","","","","","","",""
"CD630_s0660","","","","","","","",""
"CD630_s0240","","","","","","","",""
"CD630_11240","","","","GO:0003824","","Conserved hypothetical protein","",""
"CD630_11241","","","","","","Conserved hypothetical protein","",""
"CD630_n00340","","","","","","","",""
"CD630_s0160","","","","","","","",""
"CD630_SQ1339","","","","","","","",""
"CD630_Cdi1_2","","","","","","","",""
"CD630_14800","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_29060","","","","","","Putative phage protein","",""
"CD630_r0050","","","","","","","23s_rRNA",""
"CD630_29071","","","","GO:0016021","","Putative phage protein","",""
"CD630_t0030","","","","","","","tRNA-Asn",""
"CD630_11330","","","","","","Conserved hypothetical protein","",""
"CD630_14860","","","","","","Putative ribosome recycling factor","",""
"CD630_04341","","","","","","Putative conjugative transposon proteinTn1549-like, CTn2-Orf30","",""
"CD630_11360","","","","GO:0016021","","Conserved hypothetical protein","",""
"CD630_32710","","","","GO:0043937","","Conserved hypothetical protein","",""
"CD630_04352","","","","","","Putative conjugative transposon proteinTn1549-like, CTn2-Orf33","",""
"CD630_21920","","","","GO:0016021","","Putative membrane protein","",""
"CD630_04371","","","","","","Conserved hypothetical protein","",""
"CD630_t0120","","","","","","","tRNA-Leu",""
"CD630_t0130","","","","","","","tRNA-Arg",""
"CD630_29190","","","","","","Putative phage protein","",""
"CD630_04401","","","","","","Putative phage protein","",""
"CD630_t0160","","","","","","","tRNA-Phe",""
"CD630_s0630","","","","","","","",""
"CD630_33872","","","","","","Fragment of conjugative transposon proteinTn916-like, CTn7-Orf26 (C-terminal region)","",""
